firm_id,date,interest_rate,inflation_rate,policy_uncertainty_index,sector_sentiment_index,commodity_index
walmart,2017-1,0.03248357076505616,0.02559732353343427,140.63540872470074,44.69498852389472,363.72746506557587
walmart,2017-2,0.029308678494144074,0.02142149876273536,140.33774090001597,44.2418175935532,279.5513729427526
walmart,2017-3,0.03323844269050346,0.016426089508392056,152.63697017885823,47.24948302848356,260.4158071896568
walmart,2017-4,0.03761514928204013,0.021969660825901488,120.52509604081898,26.98078835264415,294.9685231960141
walmart,2017-5,0.02882923312638332,0.017075954989318035,137.04882428237408,34.84808937801448,302.2289964915478
walmart,2017-6,0.028829315215254097,0.022361253811227357,112.2433310851636,63.66874267444525,343.76766073883795
walmart,2017-7,0.037896064077536956,0.023475786737022213,128.10415881221104,66.44967713501283,232.30141481140723
walmart,2017-8,0.033837173645764544,0.01753795304494487,116.74642364080789,47.50963960443622,361.18201277842456
walmart,2017-9,0.027652628070325237,0.022890128387732966,122.42489912481795,55.765569630557664,293.6796840568404
walmart,2017-10,0.03271280021792982,0.021238342780809494,134.87892563592283,53.112501545435364,282.9247572021032
walmart,2017-11,0.027682911535937688,0.022466180479983472,99.54448291916319,80.78880808455239,259.5158249895933
walmart,2017-12,0.027671351232148714,0.02569037894796184,172.3096818921365,61.195749114345766,233.80573312536922
Brunswick,2017-1,0.03120981135783017,0.019263835651991388,94.84956546250746,48.72082408519233,332.92682335847655
Brunswick,2017-2,0.02043359877671101,0.01773879150692753,89.6452846803067,40.44459559399574,302.9327186875362
Brunswick,2017-3,0.021375410837434834,0.01733145671112343,148.9527718375017,33.93553679742428,248.40156401035784
Brunswick,2017-4,0.027188562353795135,0.017552569145103687,139.7915673490734,52.03463635867223,248.19684911745537
Brunswick,2017-5,0.02493584439832788,0.019768694871757687,135.6029954263039,42.436492547156966,286.56861202839485
Brunswick,2017-6,0.03157123666297637,0.021023455924449933,135.70863773160698,35.77746290402326,366.7608610115757
Brunswick,2017-7,0.025459879622393943,0.02083007239799006,119.69383067882714,43.534271157574736,289.6163459454558
Brunswick,2017-8,0.022938481493323542,0.022481549747108073,97.5686407128542,39.18451996385605,239.87428187527576
Brunswick,2017-9,0.03732824384460777,0.02003900567563372,121.89511395484315,66.87141635072564,290.17027743656223
Brunswick,2017-10,0.028871118497567322,0.02436060223147195,103.07095721219721,58.816397569494505,289.0910572100932
Brunswick,2017-11,0.030337641023439617,0.01920602950028613,144.3779933354438,49.92027358683383,192.12453428233715
Brunswick,2017-12,0.022876259068932717,0.02816050749976886,116.32356546244654,64.79944138890026,297.82820533928754
Chevron,2017-1,0.027278086377374087,0.02187700204329502,99.36257008018721,50.77368307647618,290.76261879165287
Chevron,2017-2,0.030554612948549328,0.01742852733075115,111.96535395867517,41.38715798671736,327.8482545925367
Chevron,2017-3,0.024245032112888483,0.016787322505816663,130.3232863568906,65.23124077269657,373.9582437978138
Chevron,2017-4,0.031878490091728356,0.021447417245729558,105.90688617990062,55.38910043684659,345.0626011819103
Chevron,2017-5,0.026996806550405972,0.019329611644022446,99.44449011083921,39.62753845673544,289.2444523778068
Chevron,2017-6,0.028541531251033616,0.022142001482276276,126.09218028729781,48.09661321916392,255.73896365033318
Chevron,2017-7,0.026991466938853015,0.021419712873720635,126.12416427771807,41.24381746615243,402.9343921299944
Chevron,2017-8,0.03926139092254469,0.01978151326202938,107.32642061572176,36.172002690356635,302.36873736057953
Chevron,2017-9,0.02993251387631033,0.017459618845794785,108.22404235954193,59.26177547531641,300.55717167651784
Chevron,2017-10,0.024711445355220497,0.015455458325942407,125.80124843394091,69.0941664047013,299.03499651559986
Chevron,2017-11,0.03411272456051594,0.018660455143798937,83.7978914625669,36.01432426180859,307.9233904307142
Chevron,2017-12,0.02389578175014489,0.02256919638297042,84.81340564058613,55.62969236690571,294.2255835230423
Civmec,2017-1,0.031044317975023775,0.020642281232390612,102.03889446868911,43.49357430878173,277.05351972479053
Civmec,2017-2,0.020201649380601122,0.016262783663864036,114.66382120720382,45.12874616235304,278.12564235038434
Civmec,2017-3,0.023359069755507847,0.020519542777553548,127.77268913995012,44.07606075761131,298.68986919136006
Civmec,2017-4,0.030984306179345618,0.02115595213918651,156.8839054237388,41.36009230320184,278.2630091546494
Civmec,2017-5,0.03369233289997705,0.017348427691396603,141.44149058005047,50.48521627944827,271.48616869291345
Civmec,2017-6,0.030856841405949853,0.020461175317836585,116.00153675091433,41.69049883588962,304.25720910767586
Civmec,2017-7,0.029421758588058795,0.020174626155338,119.52459480243277,52.704568257798385,289.8009113031658
Civmec,2017-8,0.028494481522053555,0.016571089106508133,94.93676588405478,49.49761890550863,360.1597195433076
Civmec,2017-9,0.02260739004816286,0.02107336208104485,119.53717160019025,47.6105195313359,193.96120766427953
Civmec,2017-10,0.026400778958026457,0.021682353579104703,112.78353402699655,40.92436337958402,343.6602740768985
Civmec,2017-11,0.02769680614520106,0.02324915372952583,128.06796400845224,44.23228669431667,349.8434076999052
Civmec,2017-12,0.035285611131094574,0.023161406156104708,99.31922641119192,57.55391225825756,217.064390703674
ConocoPhillips,2017-1,0.03171809144784231,0.015866991896128727,132.9836628560293,55.009171876243805,286.29249623678606
ConocoPhillips,2017-2,0.021184799223186328,0.01718652488025463,158.31847282506445,40.22444755201449,285.14236536016836
ConocoPhillips,2017-3,0.031620419846973974,0.02154510580162598,117.28099628857856,50.99332305429226,243.69953221128713
ConocoPhillips,2017-4,0.028074588597918417,0.02154135785273663,130.04279305247354,57.51387123371789,268.887332496365
ConocoPhillips,2017-5,0.026615389998470206,0.021545143058918144,137.2535997927778,33.305947188786284,255.57696618136686
ConocoPhillips,2017-6,0.03305838144420434,0.03155819447196416,109.9694882028541,55.43360192379935,370.0908177369449
ConocoPhillips,2017-7,0.035154997612479755,0.0217126715320795,125.60231204526042,43.37376241054153,337.42713572589844
ConocoPhillips,2017-8,0.03465640059558099,0.023406696920541797,120.31481001954486,55.70598668593159,350.86220379976635
ConocoPhillips,2017-9,0.025803912383886806,0.022862005290479607,122.4419024637208,42.367408434574834,328.8668825617294
ConocoPhillips,2017-10,0.028453938120743927,0.021954173753917394,100.67475540361335,31.95117899335481,254.83792915131085
ConocoPhillips,2017-11,0.03165631715701782,0.019054192266078962,120.61275435647357,33.72457562116837,279.01918934880905
ConocoPhillips,2017-12,0.0348777256356118,0.022276907661479804,132.44995728113625,50.48084946661382,319.5749824491167
Exxon,2017-1,0.027604128810773548,0.017681524356387285,156.27859019487605,52.59722501721482,251.11488764432218
Exxon,2017-2,0.029071705116680915,0.019289544179779974,143.98177065213017,40.956833748955916,328.5199372068955
Exxon,2017-3,0.024468325129969857,0.01854390935651269,173.82956143778893,56.38592458777374,290.3869840736746
Exxon,2017-4,0.024018966879596645,0.020245622418158967,100.81631092779877,33.3847993773104,285.0071676980161
Exxon,2017-5,0.03406262911197099,0.026943975700020526,141.80801591801696,49.33920201352684,328.43839872813965
Exxon,2017-6,0.03678120014285412,0.014398204422224756,124.5835501434588,37.889838002375434,317.7705324594416
Exxon,2017-7,0.02963994939209833,0.02205878057112354,174.7450733304418,43.48163892197841,285.5613533672368
Exxon,2017-8,0.03501766448946012,0.015161852386431045,99.79254286612121,50.47398671316414,346.37319213456993
Exxon,2017-9,0.03180818012523817,0.0185842044026317,99.0069539454806,41.39586634716048,256.7574668960041
Exxon,2017-10,0.026774401226974377,0.0232668517909021,105.01518386389945,46.154444557701744,324.63742427777055
Exxon,2017-11,0.031806978027542065,0.020192840057286388,66.90260689225482,60.0629280921444,323.72405031873535
Exxon,2017-12,0.03769018283232985,0.01676676566621208,106.85612445798097,44.23108130476851,287.6181424274404
Ford Motor,2017-1,0.029820869804450242,0.017854088872220095,101.02168346115755,58.35692112065142,313.0453208896847
Ford Motor,2017-2,0.03782321827907003,0.02203879324680403,123.75984466190519,38.702931453423815,249.95545694458787
Ford Motor,2017-3,0.016901274479551275,0.01780890010484859,128.543899394429,55.298041779152825,336.961080768276
Ford Motor,2017-4,0.03410951252187612,0.020649375768745926,166.90427098039714,64.41568620657901,292.60391454228045
Ford Motor,2017-5,0.030435235341190855,0.02013671551971144,143.76059595465125,25.283554998727105,279.0910791792384
Ford Motor,2017-6,0.028504963247670663,0.01804519895718255,105.57740860843992,42.03104744529523,341.96036903347556
Ford Motor,2017-7,0.03045880388267751,0.026431832267975977,97.53963321629105,55.7707212718054,271.8262523782896
Ford Motor,2017-8,0.020062155426995534,0.021901757066954033,132.29797928766266,47.96954613957007,243.66154814545763
Ford Motor,2017-9,0.028901640560812437,0.013924572240027178,86.99416982448395,53.71145873371309,237.73483305904386
Ford Motor,2017-10,0.03178556285755873,0.020559362944308282,165.78646914635885,43.960148132841795,324.2403980538256
Ford Motor,2017-11,0.03738947022370758,0.018014640605694836,149.48600301803216,50.865897874729,248.78282590014868
Ford Motor,2017-12,0.02740864890863176,0.022557300004388672,108.27060869738239,48.44322764607921,370.1917672793746
General Electric,2017-1,0.02595753198553406,0.0176224377847019,77.17163677272806,61.67782061659807,216.72282368465113
General Electric,2017-2,0.027491214782077316,0.019655790675599305,153.84680935413533,52.54420843301213,367.8582547316015
General Electric,2017-3,0.03457701058851037,0.021514961836941373,117.13650386868456,53.37602662075202,308.44069868810476
General Electric,2017-4,0.03164375554829842,0.022597265582510365,150.94540779933655,45.881230338775325,296.1314755251843
General Electric,2017-5,0.027351198981164806,0.016399110778832673,80.13930853014082,45.123937759275066,278.203236527642
General Electric,2017-6,0.032566337165566776,0.018996496292477155,105.01562442615568,45.67441812180379,315.9654445740828
General Electric,2017-7,0.0304853877467402,0.01857516406651713,120.13109249295458,53.944521423782966,298.49461190300605
General Electric,2017-8,0.034843224952664446,0.018040012302278863,121.17451484411855,45.79015519179737,344.13207528066084
General Electric,2017-9,0.02648973453061324,0.02529636272084329,108.7483632130189,52.89774856896413,304.5691059464816
General Electric,2017-10,0.02836168926701116,0.021214945132882867,135.57124830868747,70.75400798645438,306.0120704584751
General Electric,2017-11,0.02803945923433921,0.016217348136994866,93.30948926543513,58.711247034316926,285.45551151144576
General Electric,2017-12,0.022682425259339407,0.02275358584116433,116.44051287446766,46.73976467832159,297.7221750511573
General Motors,2017-1,0.03148060138532288,0.0263664685910379,123.00739079279747,62.012139221639444,312.3120707556824
General Motors,2017-2,0.03130527636089944,0.02309739578165344,132.86097085146872,45.91924626978449,231.593264293735
General Motors,2017-3,0.030025567283212304,0.015441890102137961,137.79037195222224,29.61875464822146,246.07258311577147
General Motors,2017-4,0.028827064333124264,0.018547297781401247,91.88394770405327,39.91913689082596,329.7305637609086
General Motors,2017-5,0.022923146289747925,0.02380073344755987,81.64714573160944,31.292080789741444,306.83461752511766
General Motors,2017-6,0.027896773386173204,0.01787699160314366,151.94192054746273,46.48486515958692,292.6406665458928
General Motors,2017-7,0.02828642741736615,0.021331458284438685,128.3078502994898,50.184183791895514,300.7373573226157
General Motors,2017-8,0.025988613653891903,0.02232390216028801,101.28783658608616,66.76437312275283,313.90326821446683
General Motors,2017-9,0.029193571441669952,0.017219208585265752,158.77879938806308,53.269273737641626,278.4096127876255
General Motors,2017-10,0.032020254284072694,0.0198214239318146,122.89186585732146,47.80899471191136,268.8678109839075
General Motors,2017-11,0.03943092950605265,0.010276197979792782,149.48242960159567,58.294055811834895,307.83381020390726
General Motors,2017-12,0.030872889064159192,0.016926837075997132,121.68796203525272,27.88864690992115,260.86508889539874
HubSpot,2017-1,0.03128775195361382,0.01924229554582052,171.51869812204967,52.356145581085656,316.33011022857886
HubSpot,2017-2,0.029627770421169163,0.016256650454105452,163.8835210610801,57.708651938869664,231.8966558304864
HubSpot,2017-3,0.02040614392350479,0.024897233911794908,113.77589628802316,35.214137542201584,341.16622549302576
HubSpot,2017-4,0.029867430622753915,0.015709575866118104,144.2892737738589,61.43754043206929,318.90389929652173
HubSpot,2017-5,0.03030115104970513,0.018679866539909048,136.1343987396287,53.38496407494414,310.241189372555
HubSpot,2017-6,0.04231621056242643,0.020392221731858274,154.21578893830872,45.847120860991986,339.30763935782056
HubSpot,2017-7,0.029038195176094385,0.024323819867198348,95.8769134854974,56.32781866106285,366.61897777850305
HubSpot,2017-8,0.03150773671166806,0.015692413546461684,137.15128649996097,72.70692857804396,340.5748026007252
HubSpot,2017-9,0.029826441151473784,0.02348949125646488,146.4606121712397,51.81866255058495,226.3650307467342
HubSpot,2017-10,0.02415660981190234,0.02003069918305876,76.03151283942213,52.48220586300336,248.81692133057194
HubSpot,2017-11,0.035714114072575104,0.01705547404685615,90.41853718335562,45.40639100459756,275.00725689217285
HubSpot,2017-12,0.03375966516343387,0.021386310422789812,69.01919555599748,41.50155630535208,301.0436420084333
ServiceNow,2017-1,0.033955159735215235,0.02059717908672041,113.26482913888606,58.303358165442454,320.7063608187649
ServiceNow,2017-2,0.025453062726026304,0.018199349368523618,137.93855639489905,41.43916174091133,270.9702474738614
ServiceNow,2017-3,0.037013971554680496,0.020209406254970058,157.5589263024007,50.715662372193925,307.4706705790831
ServiceNow,2017-4,0.022990744686038594,0.018844059209414718,121.85236951049438,45.223425532348834,269.7846827058671
ServiceNow,2017-5,0.03293428546900135,0.020340552035753745,160.7153886392823,54.78979825746392,275.5392878803221
ServiceNow,2017-6,0.04095227812904989,0.02198639202356314,85.49746354462772,53.33662105286948,243.7335561260711
ServiceNow,2017-7,0.025047318374346556,0.024758050448436056,77.41543901612113,60.375399442578995,263.07067015556385
ServiceNow,2017-8,0.02716851135198614,0.016286553503519454,118.61130752758453,44.89983601145253,245.93261577534665
ServiceNow,2017-9,0.030498256825438205,0.026399100123968802,129.60163622348267,47.30125064706629,260.9650698809067
ServiceNow,2017-10,0.027482621729419003,0.014143736601432495,119.18263129764767,40.21236284217693,342.1456718643136
ServiceNow,2017-11,0.022246682844669335,0.019544644714893252,68.31394749900309,45.55706739923888,262.02404444672226
ServiceNow,2017-12,0.030342814874030136,0.02176495161945373,117.77199901218029,53.77300493044852,405.29528259349564
tesla,2017-1,0.03129941397124212,0.017513014967233783,117.32424100113606,52.799686263198204,274.9213176884893
tesla,2017-2,0.03390911435888655,0.018319456879409092,94.11894193951565,38.74510952701623,372.49794231987715
tesla,2017-3,0.02381524644560959,0.022241880815369784,106.15876736632045,74.45751979616827,328.310077418219
tesla,2017-4,0.02339771693457862,0.021831110796300394,90.05305268527879,51.292211819752275,277.5013289642293
tesla,2017-5,0.032609707828084485,0.019937295218107557,169.11812832290974,51.09394794604893,325.2963095622208
tesla,2017-6,0.03148492336616593,0.020351982149926347,120.88158879929321,57.25766623898692,338.9021779850692
tesla,2017-7,0.03125246425172938,0.023832994687365276,102.50686230018536,54.810092317367136,324.87239848868785
tesla,2017-8,0.03173224104748488,0.018225285833492512,125.34949776835555,52.23884024279131,237.19101120438174
tesla,2017-9,0.026599876392107546,0.021641292143510113,117.19179875772926,42.09525544554688,270.91451296700524
tesla,2017-10,0.031161268485805017,0.019393422042698318,114.47576001166942,54.714683571359956,290.0992545779398
tesla,2017-11,0.0314653623664934,0.01934695639031834,135.35416750108564,68.82024496475034,297.0226628359982
tesla,2017-12,0.02642824290986816,0.023296330555961572,138.93769275118262,63.454200461549775,324.82688390202713
